"","Year","Month","Day","variable","value"
"6027",2007,8,31,"Others",10726.3666666667
"6028",2007,9,1,"Others",15559.1
"6029",2007,9,2,"Others",13671.8
"6030",2007,9,3,"Others",8856.36666666667
"6031",2007,9,4,"Others",10165.7333333333
"6032",2007,9,5,"Others",9760.53333333333
"6033",2007,9,6,"Others",7675.56666666667
"6034",2007,9,7,"Others",8703.93333333333
"6035",2007,9,8,"Others",10191.8666666667
"6036",2007,9,9,"Others",12136.7
"6037",2007,9,10,"Others",11479.9333333333
"6038",2007,9,11,"Others",9107.86666666667
"6039",2007,9,12,"Others",10490.7333333333
"6040",2007,9,13,"Others",11555.3666666667
"6041",2007,9,14,"Others",11543.5
"6042",2007,9,15,"Others",10342.2
"6043",2007,9,16,"Others",12045.0666666667
"6044",2007,9,17,"Others",10497.1
"6045",2007,9,18,"Others",10116.6666666667
"6046",2007,9,19,"Others",10964.7333333333
"6047",2007,9,20,"Others",9384.53333333333
"6048",2007,9,21,"Others",8455.33333333333
"6049",2007,9,22,"Others",9659.86666666667
"6050",2007,9,23,"Others",11490.8333333333
"6051",2007,9,24,"Others",9756.5
"6052",2007,9,25,"Others",16416.7
"6053",2007,9,26,"Others",14322.2
"6054",2007,9,27,"Others",14177
"6055",2007,9,28,"Others",13338.3
"6056",2007,9,29,"Others",18543.3666666667
"6057",2007,9,30,"Others",13059.5
"6058",2007,10,1,"Others",14593.0333333333
"6059",2007,10,2,"Others",15302.7333333333
"6060",2007,10,3,"Others",11645.9
"6061",2007,10,4,"Others",12753.6333333333
"6062",2007,10,5,"Others",13458.8666666667
"6063",2007,10,6,"Others",14417.6666666667
"6064",2007,10,7,"Others",13462.9
"6065",2007,10,8,"Others",12752.0333333333
"6066",2007,10,9,"Others",14659.9666666667
"6067",2007,10,10,"Others",12124.5333333333
"6068",2007,10,11,"Others",18024.1
"6069",2007,10,12,"Others",14201.4
"6070",2007,10,13,"Others",18881.1333333333
"6071",2007,10,14,"Others",16804.2
"6072",2007,10,15,"Others",12051.5
"6073",2007,10,16,"Others",14993.7
"6074",2007,10,17,"Others",15796.1666666667
"6075",2007,10,18,"Others",13965.8333333333
"6076",2007,10,19,"Others",18689.8
"6077",2007,10,20,"Others",11786.7666666667
"6078",2007,10,21,"Others",16983.6666666667
"6079",2007,10,22,"Others",14222.2666666667
"6080",2007,10,23,"Others",15707.0666666667
"6081",2007,10,24,"Others",17155.9333333333
"6082",2007,10,25,"Others",19602.6333333333
"6083",2007,10,26,"Others",17845.4666666667
"6084",2007,10,27,"Others",14582.4666666667
"6085",2007,10,28,"Others",6487.96666666667
"6086",2007,10,29,"Others",6072.46666666667
"6087",2007,10,30,"Others",7325.8
"6088",2007,10,31,"Others",7771.83333333333
"6089",2007,11,1,"Others",5986.26666666667
"6090",2007,11,2,"Others",8354.03333333333
"6091",2007,11,3,"Others",5991.16666666667
"6092",2007,11,4,"Others",13306.4333333333
"6093",2007,11,5,"Others",16764.8666666667
"6094",2007,11,6,"Others",17396.3
"6095",2007,11,7,"Others",19028.9666666667
"6096",2007,11,8,"Others",16488.6666666667
"6097",2007,11,9,"Others",16239.1
"6098",2007,11,10,"Others",25758.6666666667
"6099",2007,11,11,"Others",21663.0666666667
"6100",2007,11,12,"Others",17471.7666666667
"6101",2007,11,13,"Others",19919.6333333333
"6102",2007,11,14,"Others",16438.2333333333
"6103",2007,11,15,"Others",15186.4666666667
"6104",2007,11,16,"Others",18280.9
"6105",2007,11,17,"Others",23724.5666666667
"6106",2007,11,18,"Others",22033.6333333333
"6107",2007,11,19,"Others",16635.5666666667
"6108",2007,11,20,"Others",18935.9333333333
"6109",2007,11,21,"Others",18090.5333333333
"6110",2007,11,22,"Others",20041.3
"6111",2007,11,23,"Others",20009.6333333333
"6112",2007,11,24,"Others",12495.9
"6113",2007,11,25,"Others",13746.9666666667
"6114",2007,11,26,"Others",15859.9333333333
"6115",2007,11,27,"Others",19489.5333333333
"6116",2007,11,28,"Others",17654.6666666667
"6117",2007,11,29,"Others",17525.5333333333
"6118",2007,11,30,"Others",17320.1333333333
"6119",2007,12,1,"Others",24693.0333333333
"6120",2007,12,2,"Others",29462.1333333333
"6121",2007,12,3,"Others",17499.6666666667
"6122",2007,12,4,"Others",19059.6
"6123",2007,12,5,"Others",21249.3333333333
"6124",2007,12,6,"Others",24488.5666666667
"6125",2007,12,7,"Others",15051.6
"6126",2007,12,8,"Others",21120.0666666667
"6127",2007,12,9,"Others",22577.7333333333
"6128",2007,12,10,"Others",19651.5666666667
"6129",2007,12,11,"Others",20811.4
"6130",2007,12,12,"Others",17302.7
"6131",2007,12,13,"Others",19333.7666666667
"6132",2007,12,14,"Others",15143.4666666667
"6133",2007,12,15,"Others",25908.6
"6134",2007,12,16,"Others",27416.9666666667
"6135",2007,12,17,"Others",17527.7
"6136",2007,12,18,"Others",25693.9
"6137",2007,12,19,"Others",21030.8666666667
"6138",2007,12,20,"Others",16768.9666666667
"6139",2007,12,21,"Others",19400.9333333333
"6140",2007,12,22,"Others",22479.0666666667
"6141",2007,12,23,"Others",23126.8
"6142",2007,12,24,"Others",17979.8
"6143",2007,12,25,"Others",27876.1333333333
"6144",2007,12,26,"Others",29642.6666666667
"6145",2007,12,27,"Others",28631.3
"6146",2007,12,28,"Others",25527.2
"6147",2007,12,29,"Others",32806.6
"6148",2007,12,30,"Others",21971.6
"6149",2007,12,31,"Others",19414.3666666667
"6150",2008,1,1,"Others",28440.6333333333
"6151",2008,1,2,"Others",15320.7666666667
"6152",2008,1,3,"Others",16521.4666666667
"6153",2008,1,4,"Others",19878.5333333333
"6154",2008,1,5,"Others",19397.4666666667
"6155",2008,1,6,"Others",18184.7333333333
"6156",2008,1,7,"Others",16399.5666666667
"6157",2008,1,8,"Others",18558.1666666667
"6158",2008,1,9,"Others",19398.3333333333
"6159",2008,1,10,"Others",19983.9333333333
"6160",2008,1,11,"Others",18882.3
"6161",2008,1,12,"Others",28525.8
"6162",2008,1,13,"Others",31876.8333333333
"6163",2008,1,14,"Others",17753.8666666667
"6164",2008,1,15,"Others",22604.8666666667
"6165",2008,1,16,"Others",21614.5333333333
"6166",2008,1,17,"Others",16190.7
"6167",2008,1,18,"Others",19586.8
"6168",2008,1,19,"Others",16415.1
"6169",2008,1,20,"Others",21911.1333333333
"6170",2008,1,21,"Others",20160.3
"6171",2008,1,22,"Others",18888.3
"6172",2008,1,23,"Others",16509.8
"6173",2008,1,24,"Others",20055.0333333333
"6174",2008,1,25,"Others",23500.9333333333
"6175",2008,1,26,"Others",26407.8
"6176",2008,1,27,"Others",24786.1
"6177",2008,1,28,"Others",24255.9333333333
"6178",2008,1,29,"Others",25837.4
"6179",2008,1,30,"Others",19822.1
"6180",2008,1,31,"Others",21696.3666666667
"6181",2008,2,1,"Others",17720.5333333333
"6182",2008,2,2,"Others",24751.3
"6183",2008,2,3,"Others",19536.8
"6184",2008,2,4,"Others",16191.6333333333
"6185",2008,2,5,"Others",18589.6
"6186",2008,2,6,"Others",16927.6666666667
"6187",2008,2,7,"Others",16921.1666666667
"6188",2008,2,8,"Others",20085.4
"6189",2008,2,9,"Others",19856.9333333333
"6190",2008,2,10,"Others",20766.9
"6191",2008,2,11,"Others",17955.2666666667
"6192",2008,2,12,"Others",17126.9666666667
"6193",2008,2,13,"Others",17961.9666666667
"6194",2008,2,14,"Others",15853.7
"6195",2008,2,15,"Others",17171.1333333333
"6196",2008,2,16,"Others",24080.8
"6197",2008,2,17,"Others",20734.8
"6198",2008,2,18,"Others",14644.0666666667
"6199",2008,2,19,"Others",17656.6
"6200",2008,2,20,"Others",20688.1666666667
"6201",2008,2,21,"Others",18400.8333333333
"6202",2008,2,22,"Others",15623.0666666667
"6203",2008,2,23,"Others",16599.9
"6204",2008,2,24,"Others",8517.13333333333
"6205",2008,2,25,"Others",6231.13333333333
"6206",2008,2,26,"Others",6144
"6207",2008,2,27,"Others",6150.33333333333
"6208",2008,2,28,"Others",6177.4
"6209",2008,2,29,"Others",10387.4666666667
"6210",2008,3,1,"Others",15020.2666666667
"6211",2008,3,2,"Others",11561.4333333333
"6212",2008,3,3,"Others",13380.5
"6213",2008,3,4,"Others",14709.5
"6214",2008,3,5,"Others",17482.4666666667
"6215",2008,3,6,"Others",33301.1333333333
"6216",2008,3,7,"Others",17310.2666666667
"6217",2008,3,8,"Others",22410.6666666667
"6218",2008,3,9,"Others",18912.6333333333
"6219",2008,3,10,"Others",15941.1
"6220",2008,3,11,"Others",18559.3666666667
"6221",2008,3,12,"Others",15034.5333333333
"6222",2008,3,13,"Others",15608.2333333333
"6223",2008,3,14,"Others",17500
"6224",2008,3,15,"Others",17309.6666666667
"6225",2008,3,16,"Others",15786.6666666667
"6226",2008,3,17,"Others",12215.6333333333
"6227",2008,3,18,"Others",14240.4333333333
"6228",2008,3,19,"Others",13132.4666666667
"6229",2008,3,20,"Others",12632.9
"6230",2008,3,21,"Others",14216.7
"6231",2008,3,22,"Others",17910.2666666667
"6232",2008,3,23,"Others",16497.5
"6233",2008,3,24,"Others",18791.8666666667
"6234",2008,3,25,"Others",14180.6
"6235",2008,3,26,"Others",13299.5333333333
"6236",2008,3,27,"Others",13469.0333333333
"6237",2008,3,28,"Others",13912.7333333333
"6238",2008,3,29,"Others",18417.8333333333
"6239",2008,3,30,"Others",19644.2
"6240",2008,3,31,"Others",12070.5
"6241",2008,4,1,"Others",13233.2
"6242",2008,4,2,"Others",15425.5333333333
"6243",2008,4,3,"Others",11489.6
"6244",2008,4,4,"Others",11044.6333333333
"6245",2008,4,5,"Others",15399.0333333333
"6246",2008,4,6,"Others",16980.9666666667
"6247",2008,4,7,"Others",13089.3
"6248",2008,4,8,"Others",13307.9333333333
"6249",2008,4,9,"Others",10935.2
"6250",2008,4,10,"Others",14384.1
"6251",2008,4,11,"Others",14479.4
"6252",2008,4,12,"Others",21866.9
"6253",2008,4,13,"Others",15713.4333333333
"6254",2008,4,14,"Others",14871.0333333333
"6255",2008,4,15,"Others",12794.1
"6256",2008,4,16,"Others",12254.7333333333
"6257",2008,4,17,"Others",12490.3666666667
"6258",2008,4,18,"Others",14112.8333333333
"6259",2008,4,19,"Others",16063.8333333333
"6260",2008,4,20,"Others",13881.9666666667
"6261",2008,4,21,"Others",9941.6
"6262",2008,4,22,"Others",10460.9333333333
"6263",2008,4,23,"Others",12344.1333333333
"6264",2008,4,24,"Others",10315.2
"6265",2008,4,25,"Others",8900.9
"6266",2008,4,26,"Others",10832.7666666667
"6267",2008,4,27,"Others",10035
"6268",2008,4,28,"Others",7577.2
"6269",2008,4,29,"Others",15582.9333333333
"6270",2008,4,30,"Others",10062.1
"6271",2008,5,1,"Others",6484.23333333333
"6272",2008,5,2,"Others",12577.8
"6273",2008,5,3,"Others",13421.3333333333
"6274",2008,5,4,"Others",13984.1666666667
"6275",2008,5,5,"Others",11199.2
"6276",2008,5,6,"Others",10869
"6277",2008,5,7,"Others",11502.4
"6278",2008,5,8,"Others",18192.3
"6279",2008,5,9,"Others",14565.2
"6280",2008,5,10,"Others",12542.8
"6281",2008,5,11,"Others",18015.6666666667
"6282",2008,5,12,"Others",10277.4
"6283",2008,5,13,"Others",11332.9
"6284",2008,5,14,"Others",10785.3666666667
"6285",2008,5,15,"Others",11121.4666666667
"6286",2008,5,16,"Others",13764.7666666667
"6287",2008,5,17,"Others",12059.2333333333
"6288",2008,5,18,"Others",14309.9666666667
"6289",2008,5,19,"Others",8096.03333333333
"6290",2008,5,20,"Others",10595.5666666667
"6291",2008,5,21,"Others",10354.5333333333
"6292",2008,5,22,"Others",8370.13333333333
"6293",2008,5,23,"Others",8624.6
"6294",2008,5,24,"Others",11907.2666666667
"6295",2008,5,25,"Others",15007.7333333333
"6296",2008,5,26,"Others",10560.1666666667
"6297",2008,5,27,"Others",11648.3333333333
"6298",2008,5,28,"Others",8213.86666666667
"6299",2008,5,29,"Others",8703.93333333333
"6300",2008,5,30,"Others",8970.4
"6301",2008,5,31,"Others",11407.8333333333
"6302",2008,6,1,"Others",17056.6
"6303",2008,6,2,"Others",10041.2
"6304",2008,6,3,"Others",11860.2666666667
"6305",2008,6,4,"Others",10741.8666666667
"6306",2008,6,5,"Others",7633.96666666667
"6307",2008,6,6,"Others",10909.2333333333
"6308",2008,6,7,"Others",11791.7333333333
"6309",2008,6,8,"Others",10276.3666666667
"6310",2008,6,9,"Others",10121.9666666667
"6311",2008,6,10,"Others",7300.83333333333
"6312",2008,6,11,"Others",9335.1
"6313",2008,6,12,"Others",11224.8666666667
"6314",2008,6,13,"Others",10553.6666666667
"6315",2008,6,14,"Others",9528
"6316",2008,6,15,"Others",13289.7
"6317",2008,6,16,"Others",9261.4
"6318",2008,6,17,"Others",7478.73333333333
"6319",2008,6,18,"Others",8284.13333333333
"6320",2008,6,19,"Others",10632.0333333333
"6321",2008,6,20,"Others",9635.06666666667
"6322",2008,6,21,"Others",9313.23333333333
"6323",2008,6,22,"Others",9574.93333333333
"6324",2008,6,23,"Others",7558.26666666667
"6325",2008,6,24,"Others",8701.86666666667
"6326",2008,6,25,"Others",8285.5
"6327",2008,6,26,"Others",7136.33333333333
"6328",2008,6,27,"Others",12558.5333333333
"6329",2008,6,28,"Others",10214.6666666667
"6330",2008,6,29,"Others",7103.2
"6331",2008,6,30,"Others",6063.26666666667
"6332",2008,7,1,"Others",7812
"6333",2008,7,2,"Others",10506.0333333333
"6334",2008,7,3,"Others",7369
"6335",2008,7,4,"Others",6809.33333333333
"6336",2008,7,5,"Others",7490.8
"6337",2008,7,6,"Others",13060.4
"6338",2008,7,7,"Others",6477.83333333333
"6339",2008,7,8,"Others",9684.23333333333
"6340",2008,7,9,"Others",6519.96666666667
"6341",2008,7,10,"Others",11134.6
"6342",2008,7,11,"Others",10370.6
"6343",2008,7,12,"Others",7863.53333333333
"6344",2008,7,13,"Others",9019.56666666667
"6345",2008,7,14,"Others",7970.43333333333
"6346",2008,7,15,"Others",9159.33333333333
"6347",2008,7,16,"Others",8637.03333333333
"6348",2008,7,17,"Others",11860.3666666667
"6349",2008,7,18,"Others",10071.4
"6350",2008,7,19,"Others",8637.23333333333
"6351",2008,7,20,"Others",7216.23333333333
"6352",2008,7,21,"Others",7956.63333333333
"6353",2008,7,22,"Others",7021.36666666667
"6354",2008,7,23,"Others",7698.5
"6355",2008,7,24,"Others",8567.16666666667
"6356",2008,7,25,"Others",6034.56666666667
"6357",2008,7,26,"Others",6403.73333333333
"6358",2008,7,27,"Others",8817.26666666667
"6359",2008,7,28,"Others",7291.4
"6360",2008,7,29,"Others",11539.6333333333
"6361",2008,7,30,"Others",12066.1333333333
"6362",2008,7,31,"Others",11281.6333333333
"6363",2008,8,1,"Others",5499.26666666667
"6364",2008,8,2,"Others",4122.6
"6365",2008,8,3,"Others",3988.03333333333
"6366",2008,8,4,"Others",9091.46666666667
"6367",2008,8,5,"Others",5523.3
"6368",2008,8,6,"Others",2707.2
"6369",2008,8,7,"Others",2698.4
"6370",2008,8,8,"Others",2575.66666666667
"6371",2008,8,9,"Others",3591.06666666667
"6372",2008,8,10,"Others",3498.2
"6373",2008,8,11,"Others",3829.6
"6374",2008,8,12,"Others",2510.4
"6375",2008,8,13,"Others",2469.73333333333
"6376",2008,8,14,"Others",2422.3
"6377",2008,8,15,"Others",2430.9
"6378",2008,8,16,"Others",2450.23333333333
"6379",2008,8,17,"Others",2424.93333333333
"6380",2008,8,18,"Others",2403.63333333333
"6381",2008,8,19,"Others",2439.2
"6382",2008,8,20,"Others",2411.53333333333
"6383",2008,8,21,"Others",2345.96666666667
"6384",2008,8,22,"Others",2400.06666666667
"6385",2008,8,23,"Others",2340.03333333333
"6386",2008,8,24,"Others",2318.26666666667
"6387",2008,8,25,"Others",2313.63333333333
"6388",2008,8,26,"Others",2339.73333333333
"6389",2008,8,27,"Others",2363.9
"6390",2008,8,28,"Others",2407.76666666667
"6391",2008,8,29,"Others",2430.8
"6392",2008,8,30,"Others",2453.06666666667
"6393",2008,8,31,"Others",7117.2
"6394",2008,9,1,"Others",9137.83333333333
"6395",2008,9,2,"Others",10942.2333333333
"6396",2008,9,3,"Others",9700.43333333333
"6397",2008,9,4,"Others",8383.33333333333
"6398",2008,9,5,"Others",6813
"6399",2008,9,6,"Others",8294.9
"6400",2008,9,7,"Others",11582.6
"6401",2008,9,8,"Others",9223.06666666667
"6402",2008,9,9,"Others",10910.5666666667
"6403",2008,9,10,"Others",9990.4
"6404",2008,9,11,"Others",8079.23333333333
"6405",2008,9,12,"Others",12205.7
"6406",2008,9,13,"Others",9020.6
"6407",2008,9,14,"Others",14616.1
"6408",2008,9,15,"Others",16649.1333333333
"6409",2008,9,16,"Others",11747.3666666667
"6410",2008,9,17,"Others",10312.1666666667
"6411",2008,9,18,"Others",12538.1666666667
"6412",2008,9,19,"Others",11027.1
"6413",2008,9,20,"Others",8896.33333333333
"6414",2008,9,21,"Others",10813.1666666667
"6415",2008,9,22,"Others",8953.73333333333
"6416",2008,9,23,"Others",10458.4666666667
"6417",2008,9,24,"Others",11342.1666666667
"6418",2008,9,25,"Others",8605.66666666667
"6419",2008,9,26,"Others",11376.5
"6420",2008,9,27,"Others",15838.4333333333
"6421",2008,9,28,"Others",15304.7333333333
"6422",2008,9,29,"Others",12974.9666666667
"6423",2008,9,30,"Others",14143.7666666667
"6424",2008,10,1,"Others",12349.0666666667
"6425",2008,10,2,"Others",12995.3666666667
"6426",2008,10,3,"Others",12294.3333333333
"6427",2008,10,4,"Others",18344.2666666667
"6428",2008,10,5,"Others",15514.5
"6429",2008,10,6,"Others",12891.7
"6430",2008,10,7,"Others",17865.1333333333
"6431",2008,10,8,"Others",13189.6
"6432",2008,10,9,"Others",17313.3666666667
"6433",2008,10,10,"Others",12870.6333333333
"6434",2008,10,11,"Others",11971.1
"6435",2008,10,12,"Others",16245
"6436",2008,10,13,"Others",13311.2666666667
"6437",2008,10,14,"Others",15259.6
"6438",2008,10,15,"Others",16924.2666666667
"6439",2008,10,16,"Others",16576.6666666667
"6440",2008,10,17,"Others",16252.7666666667
"6441",2008,10,18,"Others",22719.8333333333
"6442",2008,10,19,"Others",19557.5666666667
"6443",2008,10,20,"Others",13825.5666666667
"6444",2008,10,21,"Others",19544.2666666667
"6445",2008,10,22,"Others",15742.5
"6446",2008,10,23,"Others",17671.2333333333
"6447",2008,10,24,"Others",15099.7666666667
"6448",2008,10,25,"Others",11226.1333333333
"6449",2008,10,26,"Others",6351.86666666667
"6450",2008,10,27,"Others",6362.53333333333
"6451",2008,10,28,"Others",14406.5
"6452",2008,10,29,"Others",21479.2666666667
"6453",2008,10,30,"Others",15346
"6454",2008,10,31,"Others",10635.5333333333
"6455",2008,11,1,"Others",11558.6333333333
"6456",2008,11,2,"Others",12006.9
"6457",2008,11,3,"Others",10924.6666666667
"6458",2008,11,4,"Others",15718.6
"6459",2008,11,5,"Others",25880.8333333333
"6460",2008,11,6,"Others",18276.9666666667
"6461",2008,11,7,"Others",15144.4
"6462",2008,11,8,"Others",18431.6333333333
"6463",2008,11,9,"Others",21665.6333333333
"6464",2008,11,10,"Others",23450.0666666667
"6465",2008,11,11,"Others",21518.5
"6466",2008,11,12,"Others",23256.7666666667
"6467",2008,11,13,"Others",13988
"6468",2008,11,14,"Others",14682.9666666667
"6469",2008,11,15,"Others",27141.1333333333
"6470",2008,11,16,"Others",23858.8666666667
"6471",2008,11,17,"Others",14425.9333333333
"6472",2008,11,18,"Others",16498.8333333333
"6473",2008,11,19,"Others",17203.6333333333
"6474",2008,11,20,"Others",19092.6
"6475",2008,11,21,"Others",16115.8333333333
"6476",2008,11,22,"Others",18227.8
"6477",2008,11,23,"Others",34035.6666666667
"6478",2008,11,24,"Others",38598.9666666667
"6479",2008,11,25,"Others",31221.5
"6480",2008,11,26,"Others",14050.9
"6481",2008,11,27,"Others",24109.3
"6482",2008,11,28,"Others",18663.7333333333
"6483",2008,11,29,"Others",20531.8
"6484",2008,11,30,"Others",23907.1333333333
"6485",2008,12,1,"Others",16535.3
"6486",2008,12,2,"Others",18243.7333333333
"6487",2008,12,3,"Others",18149.7333333333
"6488",2008,12,4,"Others",16297.3
"6489",2008,12,5,"Others",23317.3
"6490",2008,12,6,"Others",23261.9333333333
"6491",2008,12,7,"Others",23881.3333333333
"6492",2008,12,8,"Others",16474.9333333333
"6493",2008,12,9,"Others",15961.7333333333
"6494",2008,12,10,"Others",19806.6666666667
"6495",2008,12,11,"Others",14463.3666666667
"6496",2008,12,12,"Others",16692.9
"6497",2008,12,13,"Others",18708.2333333333
"6498",2008,12,14,"Others",21714.6666666667
"6499",2008,12,15,"Others",18826.1666666667
"6500",2008,12,16,"Others",18364.5
"6501",2008,12,17,"Others",19631.7666666667
"6502",2008,12,18,"Others",16273
"6503",2008,12,19,"Others",17761.5333333333
"6504",2008,12,20,"Others",16952.3666666667
"6505",2008,12,21,"Others",18956.1666666667
"6506",2008,12,22,"Others",20615.8
"6507",2008,12,23,"Others",16861.1333333333
"6508",2008,12,24,"Others",10815.6333333333
"6509",2008,12,25,"Others",13802.3
"6510",2008,12,26,"Others",11199.5333333333
"6511",2008,12,27,"Others",37083.0666666667
"6512",2008,12,28,"Others",18716.3666666667
"6513",2008,12,29,"Others",6556.63333333333
"6514",2008,12,30,"Others",12530.6333333333
"6515",2008,12,31,"Others",17655.4666666667
"6516",2009,1,1,"Others",16031.8666666667
"6517",2009,1,2,"Others",18515.8333333333
"6518",2009,1,3,"Others",14684.6
"6519",2009,1,4,"Others",22380.2333333333
"6520",2009,1,5,"Others",16514.3333333333
"6521",2009,1,6,"Others",15448.3666666667
"6522",2009,1,7,"Others",18185.2
"6523",2009,1,8,"Others",14074.1666666667
"6524",2009,1,9,"Others",18452.7
"6525",2009,1,10,"Others",15394.1333333333
"6526",2009,1,11,"Others",17224.1333333333
"6527",2009,1,12,"Others",14079.9666666667
"6528",2009,1,13,"Others",18713.6666666667
"6529",2009,1,14,"Others",16767.5333333333
"6530",2009,1,15,"Others",13385.8
"6531",2009,1,16,"Others",21920.2333333333
"6532",2009,1,17,"Others",34344
"6533",2009,1,18,"Others",27492.9
"6534",2009,1,19,"Others",16558.1
"6535",2009,1,20,"Others",14958.1333333333
"6536",2009,1,21,"Others",15853.5666666667
"6537",2009,1,22,"Others",12035.6
"6538",2009,1,23,"Others",17323.2666666667
"6539",2009,1,24,"Others",18769.5
"6540",2009,1,25,"Others",26250.4
"6541",2009,1,26,"Others",16617.8666666667
"6542",2009,1,27,"Others",15968.5
"6543",2009,1,28,"Others",21827.2333333333
"6544",2009,1,29,"Others",16938.3
"6545",2009,1,30,"Others",20268.3
"6546",2009,1,31,"Others",25052.2
"6547",2009,2,1,"Others",19016.5333333333
"6548",2009,2,2,"Others",14415.6666666667
"6549",2009,2,3,"Others",14574.8333333333
"6550",2009,2,4,"Others",17223.4
"6551",2009,2,5,"Others",13129.8
"6552",2009,2,6,"Others",20985.9333333333
"6553",2009,2,7,"Others",23014.2666666667
"6554",2009,2,8,"Others",15607.1
"6555",2009,2,9,"Others",17777.9666666667
"6556",2009,2,10,"Others",18667.0333333333
"6557",2009,2,11,"Others",18332.8333333333
"6558",2009,2,12,"Others",13679
"6559",2009,2,13,"Others",15259.0333333333
"6560",2009,2,14,"Others",14843.1666666667
"6561",2009,2,15,"Others",18508.8666666667
"6562",2009,2,16,"Others",14685.2333333333
"6563",2009,2,17,"Others",9034.1
"6564",2009,2,18,"Others",8006.16666666667
"6565",2009,2,19,"Others",9183.8
"6566",2009,2,20,"Others",19387.6
"6567",2009,2,21,"Others",15580.4
"6568",2009,2,22,"Others",17782.9666666667
"6569",2009,2,23,"Others",28133.9333333333
"6570",2009,2,24,"Others",13605.0666666667
"6571",2009,2,25,"Others",10772.4
"6572",2009,2,26,"Others",12171.8666666667
"6573",2009,2,27,"Others",17584.3
"6574",2009,2,28,"Others",12670.1666666667
"6575",2009,3,1,"Others",18392.2333333333
"6576",2009,3,2,"Others",16070.0333333333
"6577",2009,3,3,"Others",16364.8666666667
"6578",2009,3,4,"Others",17525.1666666667
"6579",2009,3,5,"Others",14665.2
"6580",2009,3,6,"Others",16259.5666666667
"6581",2009,3,7,"Others",14295.4333333333
"6582",2009,3,8,"Others",14082.1
"6583",2009,3,9,"Others",15386.6
"6584",2009,3,10,"Others",18712.5
"6585",2009,3,11,"Others",18597.4
"6586",2009,3,12,"Others",17435.3333333333
"6587",2009,3,13,"Others",12233
"6588",2009,3,14,"Others",15305.1333333333
"6589",2009,3,15,"Others",15384.7
"6590",2009,3,16,"Others",12703.7
"6591",2009,3,17,"Others",14816.5
"6592",2009,3,18,"Others",10579
"6593",2009,3,19,"Others",10086.8666666667
"6594",2009,3,20,"Others",12389.4333333333
"6595",2009,3,21,"Others",15799.0333333333
"6596",2009,3,22,"Others",13342.8333333333
"6597",2009,3,23,"Others",14220.5
"6598",2009,3,24,"Others",15484.2
"6599",2009,3,25,"Others",14264.2333333333
"6600",2009,3,26,"Others",11275.4
"6601",2009,3,27,"Others",16989.4333333333
"6602",2009,3,28,"Others",20603.9333333333
"6603",2009,3,29,"Others",21807.1666666667
"6604",2009,3,30,"Others",13343.2
"6605",2009,3,31,"Others",12520.3666666667
"6606",2009,4,1,"Others",14872.3333333333
"6607",2009,4,2,"Others",12453.5666666667
"6608",2009,4,3,"Others",13839
"6609",2009,4,4,"Others",13398.5333333333
"6610",2009,4,5,"Others",12236.6
"6611",2009,4,6,"Others",12937.5666666667
"6612",2009,4,7,"Others",13439.5333333333
"6613",2009,4,8,"Others",12650.6666666667
"6614",2009,4,9,"Others",14977.8666666667
"6615",2009,4,10,"Others",11994.9
"6616",2009,4,11,"Others",14860.7666666667
"6617",2009,4,12,"Others",14211.5333333333
"6618",2009,4,13,"Others",13802.4
"6619",2009,4,14,"Others",12318.6333333333
"6620",2009,4,15,"Others",12646.7
"6621",2009,4,16,"Others",12973.4
"6622",2009,4,17,"Others",21167.8333333333
"6623",2009,4,18,"Others",10864.4333333333
"6624",2009,4,19,"Others",10776.1333333333
"6625",2009,4,20,"Others",11655.1666666667
"6626",2009,4,21,"Others",21896.6333333333
"6627",2009,4,22,"Others",9444.63333333333
"6628",2009,4,23,"Others",12050.3333333333
"6629",2009,4,24,"Others",9840.8
"6630",2009,4,25,"Others",14571.7333333333
"6631",2009,4,26,"Others",13062.7666666667
"6632",2009,4,27,"Others",14135.1333333333
"6633",2009,4,28,"Others",14531.7666666667
"6634",2009,4,29,"Others",14837.6666666667
"6635",2009,4,30,"Others",13884.3666666667
"6636",2009,5,1,"Others",11385.3666666667
"6637",2009,5,2,"Others",11667.8333333333
"6638",2009,5,3,"Others",13788.6333333333
"6639",2009,5,4,"Others",15006.0333333333
"6640",2009,5,5,"Others",12103.9
"6641",2009,5,6,"Others",10605.3666666667
"6642",2009,5,7,"Others",8511.46666666667
"6643",2009,5,8,"Others",12452.6
"6644",2009,5,9,"Others",11945.5333333333
"6645",2009,5,10,"Others",13130.9
"6646",2009,5,11,"Others",12785.2666666667
"6647",2009,5,12,"Others",13051.2666666667
"6648",2009,5,13,"Others",11674.3
"6649",2009,5,14,"Others",11219.0666666667
"6650",2009,5,15,"Others",9632.76666666667
"6651",2009,5,16,"Others",14666.3
"6652",2009,5,17,"Others",14080.4
"6653",2009,5,18,"Others",10057.1
"6654",2009,5,19,"Others",11929.7333333333
"6655",2009,5,20,"Others",9366.03333333333
"6656",2009,5,21,"Others",10858.5
"6657",2009,5,22,"Others",7646.43333333333
"6658",2009,5,23,"Others",10606.9666666667
"6659",2009,5,24,"Others",10716.1
"6660",2009,5,25,"Others",10752.2666666667
"6661",2009,5,26,"Others",10157.9666666667
"6662",2009,5,27,"Others",11255.2
"6663",2009,5,28,"Others",8690.26666666667
"6664",2009,5,29,"Others",9163.1
